5032,1
5102,0
5167,1
5234,1
5300,1
5367,1
5429,1
5496,1
5566,1
5630,1
5698,1
5764,0
5831,1
5900,1
5958,1
6033,1
6098,1
6167,1
6231,1
6298,1
6364,1
6431,1
6498,1
6566,1
6635,1
6716,1
6783,1
6837,1
6915,1
6987,1
7068,0
7154,1
7235,1
7302,1
7388,1
7466,1
7534,1
7623,1
7701,1
7787,0
7868,0
7931,1
8001,0
8088,1
8168,1
8254,1
8336,1
8421,1
9134,1
9221,1
9302,1
9387,1
9467,1
9534,1
9617,0
9700,0
9788,1
9868,1
9954,1
10034,1
10120,1
10201,1
10289,1
10368,0
10451,1
10535,1
10621,1
10701,1
10787,1
10868,1
10951,1
11035,1
11125,1
11202,1
11296,1
11369,1
11455,0
11535,1
11622,1
11701,0
11788,1
11869,1
11954,1
12036,0
12120,1
12203,1
12290,1
12370,1
12455,1
12536,1
12620,1
12703,0
12786,0
12869,1
12953,1
13036,1
13120,1
13203,1
13288,1
13369,1
13458,1
13536,1
13619,1
13703,1
13788,1
13870,1
13952,1
14027,0
14102,1
14185,1
14270,1
14353,1
14436,1
14519,1
14603,1
14685,1
14770,1
14852,1
14917,1
15003,0
15084,1
15170,1
15252,1
15337,1
15419,1
15503,1
15585,1
15671,1
15752,1
15836,1
15917,1
16004,1
16085,1
16168,1
16252,1
16336,1
16418,1
16503,1
16585,1
16670,1
16752,1
16818,1
16903,1
16988,1
17072,1
17152,1
17236,1
17320,1
17403,1
17486,1
17569,0
17652,1
17737,1
17819,1
17902,1
17984,1
18050,1
18119,1
18203,1
18286,1
18371,1
18452,1
18538,1
18617,1
18705,1
18785,1
21033,1
21105,1
21184,1
21250,1
21317,1
21404,1
21486,1
21571,1
21652,1
21717,1
21804,1
21885,1
21971,1
22053,1
22139,1
22209,1
22287,1
22371,1
22451,1
22538,1
22620,1
22704,1
22785,1
22851,1
22919,1
23006,1
23087,1
23173,1
23254,1
23325,1
23404,1
23486,1
23575,1
23653,1
23738,1
23809,1
23887,1
23969,1
24052,1
24137,1
24220,1
24304,1
24387,1
24471,1
24553,1
24635,1
24719,1
24806,1
24887,1
24972,1
25051,1
25137,1
25220,1
25305,1
25386,1
25475,1
25553,1
25638,1
25720,1
25805,1
25886,1
25952,1
26042,1
26118,1
26184,1
26251,1
26321,1
26404,1
26485,1
26553,1
26639,1
26719,1
26805,1
26885,1
26951,1
27040,1
27119,1
27188,1
27271,1
27352,1
27438,1
27520,1
27606,1
27678,1
27751,1
27842,1
27919,1
28004,1
28086,1
28179,1
28243,1
28318,1
28407,1
28485,1
28574,1
28652,1
28738,1
28819,1
28885,1
28977,1
29052,1
29143,1
29219,1
29307,1
29386,1
29472,1
29554,1
29639,1
29715,1
29787,1
29872,1
29953,1
30038,1
30113,1
30187,1
30275,1
30354,1
30437,1
30520,1
30606,1
30688,1
30772,1
30855,1
30940,1
31019,1
31087,1
31180,1
31244,1
31320,1
31410,1
31477,1
31555,1
31638,1
31722,1
31805,1
31887,1
31974,1
32054,1
32521,1
32604,1
32689,1
32771,1
32855,1
34188,1
34270,1
34357,1
34439,1
34521,1
34604,1
34689,1
34770,1
34836,1
34904,1
34989,1
35071,1
35156,1
35237,1
35303,1
35389,1
35470,1
35555,1
35638,1
35703,1
35789,1
35868,1
35936,1
36004,1
36089,1
36161,1
36237,1
36302,1
36369,1
36457,1
36538,1
36623,1
36704,1
36790,1
36872,1
36935,1
37001,1
37069,1
37137,1
37222,1
37305,1
37368,1
37436,1
37504,1
37590,1
37671,1
37726,1
37804,1
37891,1
37971,1
38035,1
38102,1
38170,1
38237,1
38324,1
38404,1
38548,1
38638,1
38737,1
38839,1
38937,1
39037,1
39138,1
39240,1
39340,1
39439,1
39519,1
39575,1
39670,1
39772,1
39873,1
39971,1
40075,1
40172,1
40270,1
40373,1
40494,1
40591,1
40693,1
40791,1
40891,1
40992,1
41092,1
41192,1
41289,1
41391,1
41489,1
41580,1
41672,1
41772,1
41873,1
41972,1
42072,1
42174,1
42271,1
42374,1
42473,1
42573,1
42674,1
42773,1
42872,1
42973,1
43072,1
43192,1
43294,1
43392,1
43490,1
43599,1
43693,1
43791,1
43892,1
43992,1
44091,1
44294,1
44408,1
44526,1
44640,1
44759,1
44871,1
44973,1
45094,1
45208,1
45325,1
45438,1
45565,1
45674,1
45793,1
45906,1
46015,0
46130,0
46240,1
46360,1
46473,1
46595,1
46706,1
46826,1
46940,1
47058,1
47174,0
47293,0
47408,0
47527,0
47641,0
47763,1
47873,1
47994,1
48107,1
48227,1
48340,1
48467,1
48574,1
48694,1
48807,1
48926,1
49041,1
49159,1
49274,1
49392,1
49508,1
49627,0
49742,0
49859,0
49975,1
50091,1
50209,1
50327,1
50442,1
50570,1
50675,1
50803,1
50908,0
51039,0
51158,1
51276,1
51391,1
51509,1
51625,1
51742,1
51858,1
51975,1
52092,1
52209,1
52324,1
52442,1
52555,1
52675,1
52792,1
52908,1
53038,1
53158,1
53276,0
53392,0
53510,0
53624,0
53742,0
53860,0
53976,0
54090,0
54209,0
54335,1
54441,1
54559,1
54676,1
54793,1
54909,1
55040,1
55157,1
55281,1
55391,1
55509,0
55626,1
55742,1
55859,1
55977,1
56093,1
56209,1
56325,1
56443,1
56558,1
56677,1
56791,1
56911,1
57037,1
57146,1
57257,1
57377,1
57493,1
57610,0
57724,0
57845,0
57958,0
58076,0
58192,0
58309,0
58425,0
58542,0
58659,0
58777,1
58891,1
59016,1
59126,1
59242,1
59360,1
59478,1
59592,1
59712,1
59825,1
59944,1
60057,1
60177,1
60291,1
60411,1
60525,1
60645,1
60758,1
60880,1
60994,0
61113,0
61226,0
61345,0
61460,0
61557,0
61679,0
61792,0
61914,0
62025,0
62147,0
62259,1
62377,1
62492,1
62611,1
62724,1
62845,1
62961,1
63078,1
63191,1
63312,1
63426,1
63525,1
63646,1
63759,1
63879,1
63993,1
64115,1
64254,1
64360,1
64478,1
64591,1
64713,1
64825,1
64944,1
65057,1
65178,1
65291,1
65415,1
65525,1
65644,1
65759,1
65879,1
65994,1
66092,1
66206,1
66326,1
66445,0
66557,0
66678,1
66792,1
66910,1
67026,1
67144,0
67261,0
67379,0
67492,0
67612,0
67727,0
67845,0
67961,0
68076,0
68198,0
68310,0
68427,0
68546,0
68661,0
68777,0
68893,0
69024,0
69143,1
69259,1
69377,1
69496,0
69608,0
69728,0
69843,0
69960,0
70076,0
70195,0
70311,0
70427,0
70544,0
70662,0
70776,0
70874,0
70972,0
71077,0
71194,0
71311,1
71427,1
71544,1
71661,1
71777,1
71895,0
72024,0
72144,1
72263,1
72377,1
72494,0
72610,0
72727,0
72842,0
72961,0
73077,0
73195,0
73310,0
73428,0
73545,1
73661,1
73775,1
73894,1
74022,1
74129,1
74244,1
74351,0
74459,0
74578,1
74696,1
74811,1
74929,0
75044,0
75143,0
75263,1
75374,1
75498,1
75611,1
75730,1
75844,1
75961,1
76076,1
76195,1
76311,1
76429,1
76544,1
76663,0
76777,0
76897,0
77015,0
77130,0
77244,1
77343,1
77460,1
77577,0
77696,1
77809,1
77930,1
78044,1
78164,1
78278,0
78397,0
78510,0
78630,0
78744,0
78863,0
78978,0
79097,0
79210,0
79331,0
79444,0
79563,0
79678,1
79799,1
79911,1
80029,1
80144,1
80267,1
80380,1
80496,1
80613,1
80731,1
80845,1
80971,1
81079,1
81178,0
81300,0
81412,0
81529,0
81645,0
81768,0
81876,0
81978,0
82096,0
82213,0
82331,0
82447,1
82563,1
82679,1
82776,1
82898,1
83019,1
83111,1
83232,1
83344,1
83462,0
83577,0
83698,0
83810,0
83932,0
84044,0
84164,1
84278,1
84395,1
84511,1
84629,1
84744,1
84863,1
84979,1
85097,1
85212,1
85331,1
85446,1
85563,0
85679,0
85797,0
85911,0
86037,0
86146,0
86265,0
