0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
6,0,1,0
15,0,5,0
3,0,4,0
2,12,3,3
6,2,4,2
10,6,5,3
8,6,6,4
10,6,7,4
19,0,10,3
11,4,10,3
5,2,9,3
1,4,6,3
1,8,5,4
8,6,6,5
1,0,4,3
2,4,3,3
8,2,5,3
5,6,5,4
5,6,5,4
21,16,9,7
5,6,8,7
4,10,7,7
5,2,6,6
27,62,12,21
6,6,10,17
8,8,9,14
7,0,9,10
31,64,14,25
3,2,11,18
6,2,10,14
34,64,16,27
12,18,15,25
14,6,14,19
6,6,12,16
6,10,10,14
6,10,9,13
3,6,7,11
4,12,6,11
4,8,5,10
6,4,5,8
7,6,6,8
11,2,7,6
11,2,8,5
11,0,9,3
6,0,8,2
15,4,10,3
31,2,15,2
20,2,16,2
23,10,18,4
16,10,17,6
27,18,20,9
16,4,19,7
19,0,19,5
10,2,16,4
10,4,14,4
9,4,13,4
10,8,12,5
6,6,10,5
16,2,12,4
22,10,14,6
16,2,15,4
10,0,13,3
11,2,12,3
15,2,13,2
10,2,12,2
11,4,12,2
9,4,11,3
9,2,10,2
6,4,9,3
8,6,9,3
12,8,9,5
12,4,10,4
14,4,11,4
13,6,11,4
26,60,15,19
18,60,16,30
9,2,14,22
17,4,15,17
13,4,14,14
9,2,13,10
7,4,11,8
5,8,9,8
13,4,10,7
8,4,9,6
13,2,10,5
10,2,10,4
11,6,10,4
11,8,10,5
11,6,10,5
6,6,9,5
18,6,11,5
11,4,11,5
19,8,13,6
3,4,10,5
9,4,10,5
12,4,10,4
6,6,9,5
15,8,10,5
22,6,13,5
22,2,16,4
16,8,16,5
13,8,15,6
6,8,12,6
8,12,11,8
8,12,10,9
4,18,8,11
18,10,11,11
7,8,10,10
7,2,9,8
17,6,11,7
3,6,9,7
15,2,10,5
20,14,13,7
10,12,12,9
10,18,11,11
2,16,9,12
8,10,8,11
12,2,9,9
16,8,11,8
7,16,10,10
11,0,10,7
8,0,9,5
13,6,10,5
14,2,11,4
6,6,10,5
18,2,12,4
